exposure_id,outcome_id,is.bestmatch,match.type,ETOS
GCST90278649,ebi-a-GCST90014325,FALSE,Continental Mismatch,Waist-hip ratio-Asthma and ebi-a-GCST90014325
GCST90278650,ebi-a-GCST90014325,FALSE,Continental Mismatch,Weight-Asthma and ebi-a-GCST90014325
GCST90296613,ebi-a-GCST90014325,FALSE,Continental Mismatch,Weight-Asthma and ebi-a-GCST90014325
ieu-a-1055,ebi-a-GCST90014325,FALSE,Continental Match,Urate-Asthma and ebi-a-GCST90014325
ieu-a-79,ebi-a-GCST90014325,TRUE,Continental Match,Waist-hip ratio-Asthma and ebi-a-GCST90014325
ieu-b-109,ebi-a-GCST90014325,TRUE,Exact Match,HDL cholesterol-Asthma and ebi-a-GCST90014325
ieu-b-110,ebi-a-GCST90014325,TRUE,Exact Match,LDL cholesterol-Asthma and ebi-a-GCST90014325
ieu-b-111,ebi-a-GCST90014325,TRUE,Exact Match,Triglycerides-Asthma and ebi-a-GCST90014325
ukb-b-10787,ebi-a-GCST90014325,TRUE,Exact Match,Height-Asthma and ebi-a-GCST90014325
ukb-b-11842,ebi-a-GCST90014325,TRUE,Exact Match,Weight-Asthma and ebi-a-GCST90014325
ukb-b-15590,ebi-a-GCST90014325,TRUE,Exact Match,Hip circumference-Asthma and ebi-a-GCST90014325
ukb-b-19953,ebi-a-GCST90014325,TRUE,Exact Match,Body Mass Index-Asthma and ebi-a-GCST90014325
ukb-b-20175,ebi-a-GCST90014325,TRUE,Exact Match,Systolic Blood Pressure-Asthma and ebi-a-GCST90014325
ukb-b-2303,ebi-a-GCST90014325,FALSE,Exact Match,Body Mass Index-Asthma and ebi-a-GCST90014325
ukb-b-9405,ebi-a-GCST90014325,TRUE,Exact Match,Waist circumference-Asthma and ebi-a-GCST90014325
ukb-d-30010_irnt,ebi-a-GCST90014325,TRUE,Exact Match,RBC count-Asthma and ebi-a-GCST90014325
ukb-d-30080_irnt,ebi-a-GCST90014325,TRUE,Exact Match,Platelet count-Asthma and ebi-a-GCST90014325
ukb-d-30120_irnt,ebi-a-GCST90014325,TRUE,Exact Match,Lymphocyte count-Asthma and ebi-a-GCST90014325
ukb-d-30130_irnt,ebi-a-GCST90014325,TRUE,Exact Match,Monocyte count-Asthma and ebi-a-GCST90014325
ukb-d-30140_irnt,ebi-a-GCST90014325,TRUE,Exact Match,Neutrophil count-Asthma and ebi-a-GCST90014325
ukb-e-30000_AFR,ebi-a-GCST90014325,FALSE,Continental Mismatch,WBC count-Asthma and ebi-a-GCST90014325
ukb-e-30010_AFR,ebi-a-GCST90014325,FALSE,Continental Mismatch,RBC count-Asthma and ebi-a-GCST90014325
ukb-e-30080_AFR,ebi-a-GCST90014325,FALSE,Continental Mismatch,Platelet count-Asthma and ebi-a-GCST90014325
ukb-e-30120_AFR,ebi-a-GCST90014325,FALSE,Continental Mismatch,Lymphocyte count-Asthma and ebi-a-GCST90014325
ukb-e-30130_AFR,ebi-a-GCST90014325,FALSE,Continental Mismatch,Monocyte count-Asthma and ebi-a-GCST90014325
ukb-e-30140_AFR,ebi-a-GCST90014325,FALSE,Continental Mismatch,Neutrophil count-Asthma and ebi-a-GCST90014325
ukb-e-30150_AFR,ebi-a-GCST90014325,FALSE,Continental Mismatch,Eosinophil count-Asthma and ebi-a-GCST90014325
ukb-e-30160_AFR,ebi-a-GCST90014325,FALSE,Continental Mismatch,Basophil counts-Asthma and ebi-a-GCST90014325
bbj-a-1,ebi-a-GCST90018575,TRUE,Exact Match,Body Mass Index-Asthma and ebi-a-GCST90018575
bbj-a-12,ebi-a-GCST90018575,TRUE,Exact Match,Basophil counts-Asthma and ebi-a-GCST90018575
bbj-a-31,ebi-a-GCST90018575,TRUE,Exact Match,LDL cholesterol-Asthma and ebi-a-GCST90018575
bbj-a-36,ebi-a-GCST90018575,TRUE,Exact Match,Lymphocyte count-Asthma and ebi-a-GCST90018575
bbj-a-41,ebi-a-GCST90018575,TRUE,Exact Match,Monocyte count-Asthma and ebi-a-GCST90018575
bbj-a-44,ebi-a-GCST90018575,TRUE,Exact Match,Neutrophil count-Asthma and ebi-a-GCST90018575
bbj-a-49,ebi-a-GCST90018575,TRUE,Exact Match,Platelet count-Asthma and ebi-a-GCST90018575
bbj-a-50,ebi-a-GCST90018575,TRUE,Exact Match,RBC count-Asthma and ebi-a-GCST90018575
bbj-a-52,ebi-a-GCST90018575,TRUE,Exact Match,Systolic Blood Pressure-Asthma and ebi-a-GCST90018575
bbj-a-57,ebi-a-GCST90018575,TRUE,Exact Match,Urate-Asthma and ebi-a-GCST90018575
bbj-a-58,ebi-a-GCST90018575,TRUE,Exact Match,WBC count-Asthma and ebi-a-GCST90018575
bbj-a-70,ebi-a-GCST90018575,TRUE,Exact Match,Height-Asthma and ebi-a-GCST90018575
ebi-a-GCST006979,ebi-a-GCST90018575,FALSE,Continental Mismatch,Bone mineral density-Asthma and ebi-a-GCST90018575
ebi-a-GCST008025,ebi-a-GCST90018575,FALSE,Continental Mismatch,Body Mass Index-Asthma and ebi-a-GCST90018575
ebi-a-GCST008035,ebi-a-GCST90018575,FALSE,Continental Mismatch,HDL cholesterol-Asthma and ebi-a-GCST90018575
ebi-a-GCST008037,ebi-a-GCST90018575,FALSE,Continental Mismatch,LDL cholesterol-Asthma and ebi-a-GCST90018575
ebi-a-GCST008038,ebi-a-GCST90018575,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Asthma and ebi-a-GCST90018575
ebi-a-GCST008039,ebi-a-GCST90018575,FALSE,Continental Mismatch,Platelet count-Asthma and ebi-a-GCST90018575
ebi-a-GCST008052,ebi-a-GCST90018575,FALSE,Continental Mismatch,Waist-hip ratio-Asthma and ebi-a-GCST90018575
ebi-a-GCST008053,ebi-a-GCST90018575,FALSE,Continental Mismatch,Height-Asthma and ebi-a-GCST90018575
ebi-a-GCST90000618,ebi-a-GCST90018575,FALSE,Continental Mismatch,Vitamin D-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002295,ebi-a-GCST90018575,FALSE,Continental Mismatch,Basophil counts-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002301,ebi-a-GCST90018575,FALSE,Continental Mismatch,Eosinophil count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002319,ebi-a-GCST90018575,FALSE,Continental Mismatch,Lymphocyte count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002325,ebi-a-GCST90018575,FALSE,Continental Mismatch,Mean corpuscular hemoglobin-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002331,ebi-a-GCST90018575,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002343,ebi-a-GCST90018575,FALSE,Continental Mismatch,Monocyte count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002354,ebi-a-GCST90018575,FALSE,Continental Mismatch,Neutrophil count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002360,ebi-a-GCST90018575,FALSE,Continental Mismatch,Platelet count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002366,ebi-a-GCST90018575,FALSE,Continental Mismatch,RBC count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002377,ebi-a-GCST90018575,FALSE,Continental Mismatch,WBC count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002379,ebi-a-GCST90018575,FALSE,Continental Mismatch,Basophil counts-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002381,ebi-a-GCST90018575,FALSE,Continental Mismatch,Eosinophil count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002390,ebi-a-GCST90018575,FALSE,Continental Mismatch,Mean corpuscular hemoglobin-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002391,ebi-a-GCST90018575,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Asthma and ebi-a-GCST90018575
ebi-a-GCST90002407,ebi-a-GCST90018575,FALSE,Continental Mismatch,WBC count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90013998,ebi-a-GCST90018575,FALSE,Continental Mismatch,Urea-Asthma and ebi-a-GCST90018575
ebi-a-GCST90014015,ebi-a-GCST90018575,FALSE,Continental Mismatch,Urate-Asthma and ebi-a-GCST90018575
ebi-a-GCST90018728,ebi-a-GCST90018575,TRUE,Exact Match,Urea-Asthma and ebi-a-GCST90018575
ebi-a-GCST90018729,ebi-a-GCST90018575,TRUE,Exact Match,Weight-Asthma and ebi-a-GCST90018575
ebi-a-GCST90018730,ebi-a-GCST90018575,TRUE,Exact Match,C-reactive protein-Asthma and ebi-a-GCST90018575
ebi-a-GCST90018733,ebi-a-GCST90018575,TRUE,Exact Match,Eosinophil count-Asthma and ebi-a-GCST90018575
ebi-a-GCST90018736,ebi-a-GCST90018575,TRUE,Exact Match,HDL cholesterol-Asthma and ebi-a-GCST90018575
ebi-a-GCST90018738,ebi-a-GCST90018575,TRUE,Exact Match,Hemoglobin A1c-Asthma and ebi-a-GCST90018575
ebi-a-GCST90018744,ebi-a-GCST90018575,TRUE,Exact Match,Mean corpuscular hemoglobin-Asthma and ebi-a-GCST90018575
ebi-a-GCST90018745,ebi-a-GCST90018575,TRUE,Exact Match,Mean corpuscular hemoglobin concentration-Asthma and ebi-a-GCST90018575
ebi-a-GCST90018755,ebi-a-GCST90018575,TRUE,Exact Match,Triglycerides-Asthma and ebi-a-GCST90018575
ebi-a-GCST90103753,ebi-a-GCST90018575,FALSE,Continental Match,Waist circumference-Asthma and ebi-a-GCST90018575
finngen_R10_BMI_IRN,ebi-a-GCST90018575,FALSE,Continental Mismatch,Body Mass Index-Asthma and ebi-a-GCST90018575
finngen_R10_HEIGHT_IRN,ebi-a-GCST90018575,FALSE,Continental Mismatch,Height-Asthma and ebi-a-GCST90018575
GCST006433,ebi-a-GCST90018575,FALSE,Continental Mismatch,Bone mineral density-Asthma and ebi-a-GCST90018575
GCST009777,ebi-a-GCST90018575,FALSE,Continental Mismatch,C-reactive protein-Asthma and ebi-a-GCST90018575
GCST90278621,ebi-a-GCST90018575,TRUE,Continental Match,Bone mineral density-Asthma and ebi-a-GCST90018575
GCST90278623,ebi-a-GCST90018575,FALSE,Continental Match,Urea-Asthma and ebi-a-GCST90018575
GCST90278632,ebi-a-GCST90018575,FALSE,Continental Match,Hemoglobin A1c-Asthma and ebi-a-GCST90018575
GCST90278633,ebi-a-GCST90018575,TRUE,Continental Match,Hip circumference-Asthma and ebi-a-GCST90018575
GCST90278635,ebi-a-GCST90018575,FALSE,Continental Match,HDL cholesterol-Asthma and ebi-a-GCST90018575
GCST90278637,ebi-a-GCST90018575,FALSE,Continental Match,Height-Asthma and ebi-a-GCST90018575
GCST90278642,ebi-a-GCST90018575,FALSE,Continental Match,Systolic Blood Pressure-Asthma and ebi-a-GCST90018575
GCST90278646,ebi-a-GCST90018575,FALSE,Continental Match,Urate-Asthma and ebi-a-GCST90018575
GCST90278648,ebi-a-GCST90018575,TRUE,Continental Match,Waist circumference-Asthma and ebi-a-GCST90018575
GCST90278649,ebi-a-GCST90018575,TRUE,Continental Match,Waist-hip ratio-Asthma and ebi-a-GCST90018575
GCST90278650,ebi-a-GCST90018575,FALSE,Continental Match,Weight-Asthma and ebi-a-GCST90018575
GCST90296613,ebi-a-GCST90018575,FALSE,Continental Mismatch,Weight-Asthma and ebi-a-GCST90018575
ieu-a-1055,ebi-a-GCST90018575,FALSE,Continental Mismatch,Urate-Asthma and ebi-a-GCST90018575
ieu-a-79,ebi-a-GCST90018575,FALSE,Continental Mismatch,Waist-hip ratio-Asthma and ebi-a-GCST90018575
ieu-b-109,ebi-a-GCST90018575,FALSE,Continental Mismatch,HDL cholesterol-Asthma and ebi-a-GCST90018575
ieu-b-110,ebi-a-GCST90018575,FALSE,Continental Mismatch,LDL cholesterol-Asthma and ebi-a-GCST90018575
ieu-b-111,ebi-a-GCST90018575,FALSE,Continental Mismatch,Triglycerides-Asthma and ebi-a-GCST90018575
ukb-b-10787,ebi-a-GCST90018575,FALSE,Continental Mismatch,Height-Asthma and ebi-a-GCST90018575
ukb-b-11842,ebi-a-GCST90018575,FALSE,Continental Mismatch,Weight-Asthma and ebi-a-GCST90018575
ukb-b-15590,ebi-a-GCST90018575,FALSE,Continental Mismatch,Hip circumference-Asthma and ebi-a-GCST90018575
ukb-b-19953,ebi-a-GCST90018575,FALSE,Continental Mismatch,Body Mass Index-Asthma and ebi-a-GCST90018575
ukb-b-20175,ebi-a-GCST90018575,FALSE,Continental Mismatch,Systolic Blood Pressure-Asthma and ebi-a-GCST90018575
ukb-b-2303,ebi-a-GCST90018575,FALSE,Continental Mismatch,Body Mass Index-Asthma and ebi-a-GCST90018575
ukb-b-9405,ebi-a-GCST90018575,FALSE,Continental Mismatch,Waist circumference-Asthma and ebi-a-GCST90018575
ukb-d-30010_irnt,ebi-a-GCST90018575,FALSE,Continental Mismatch,RBC count-Asthma and ebi-a-GCST90018575
ukb-d-30080_irnt,ebi-a-GCST90018575,FALSE,Continental Mismatch,Platelet count-Asthma and ebi-a-GCST90018575
ukb-d-30120_irnt,ebi-a-GCST90018575,FALSE,Continental Mismatch,Lymphocyte count-Asthma and ebi-a-GCST90018575
ukb-d-30130_irnt,ebi-a-GCST90018575,FALSE,Continental Mismatch,Monocyte count-Asthma and ebi-a-GCST90018575
ukb-d-30140_irnt,ebi-a-GCST90018575,FALSE,Continental Mismatch,Neutrophil count-Asthma and ebi-a-GCST90018575
ukb-e-30000_AFR,ebi-a-GCST90018575,FALSE,Continental Mismatch,WBC count-Asthma and ebi-a-GCST90018575
ukb-e-30010_AFR,ebi-a-GCST90018575,FALSE,Continental Mismatch,RBC count-Asthma and ebi-a-GCST90018575
ukb-e-30080_AFR,ebi-a-GCST90018575,FALSE,Continental Mismatch,Platelet count-Asthma and ebi-a-GCST90018575
ukb-e-30120_AFR,ebi-a-GCST90018575,FALSE,Continental Mismatch,Lymphocyte count-Asthma and ebi-a-GCST90018575
ukb-e-30130_AFR,ebi-a-GCST90018575,FALSE,Continental Mismatch,Monocyte count-Asthma and ebi-a-GCST90018575
ukb-e-30140_AFR,ebi-a-GCST90018575,FALSE,Continental Mismatch,Neutrophil count-Asthma and ebi-a-GCST90018575
ukb-e-30150_AFR,ebi-a-GCST90018575,FALSE,Continental Mismatch,Eosinophil count-Asthma and ebi-a-GCST90018575
ukb-e-30160_AFR,ebi-a-GCST90018575,FALSE,Continental Mismatch,Basophil counts-Asthma and ebi-a-GCST90018575
bbj-a-1,ebi-a-GCST90018587,TRUE,Exact Match,Body Mass Index-COPD and ebi-a-GCST90018587
bbj-a-12,ebi-a-GCST90018587,TRUE,Exact Match,Basophil counts-COPD and ebi-a-GCST90018587
bbj-a-31,ebi-a-GCST90018587,TRUE,Exact Match,LDL cholesterol-COPD and ebi-a-GCST90018587
bbj-a-36,ebi-a-GCST90018587,TRUE,Exact Match,Lymphocyte count-COPD and ebi-a-GCST90018587
bbj-a-41,ebi-a-GCST90018587,TRUE,Exact Match,Monocyte count-COPD and ebi-a-GCST90018587
bbj-a-44,ebi-a-GCST90018587,TRUE,Exact Match,Neutrophil count-COPD and ebi-a-GCST90018587
bbj-a-49,ebi-a-GCST90018587,TRUE,Exact Match,Platelet count-COPD and ebi-a-GCST90018587
bbj-a-50,ebi-a-GCST90018587,TRUE,Exact Match,RBC count-COPD and ebi-a-GCST90018587
bbj-a-52,ebi-a-GCST90018587,TRUE,Exact Match,Systolic Blood Pressure-COPD and ebi-a-GCST90018587
bbj-a-57,ebi-a-GCST90018587,TRUE,Exact Match,Urate-COPD and ebi-a-GCST90018587
bbj-a-58,ebi-a-GCST90018587,TRUE,Exact Match,WBC count-COPD and ebi-a-GCST90018587
bbj-a-70,ebi-a-GCST90018587,TRUE,Exact Match,Height-COPD and ebi-a-GCST90018587
ebi-a-GCST006979,ebi-a-GCST90018587,FALSE,Continental Mismatch,Bone mineral density-COPD and ebi-a-GCST90018587
ebi-a-GCST008025,ebi-a-GCST90018587,FALSE,Continental Mismatch,Body Mass Index-COPD and ebi-a-GCST90018587
ebi-a-GCST008035,ebi-a-GCST90018587,FALSE,Continental Mismatch,HDL cholesterol-COPD and ebi-a-GCST90018587
ebi-a-GCST008037,ebi-a-GCST90018587,FALSE,Continental Mismatch,LDL cholesterol-COPD and ebi-a-GCST90018587
ebi-a-GCST008038,ebi-a-GCST90018587,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-COPD and ebi-a-GCST90018587
ebi-a-GCST008039,ebi-a-GCST90018587,FALSE,Continental Mismatch,Platelet count-COPD and ebi-a-GCST90018587
ebi-a-GCST008052,ebi-a-GCST90018587,FALSE,Continental Mismatch,Waist-hip ratio-COPD and ebi-a-GCST90018587
ebi-a-GCST008053,ebi-a-GCST90018587,FALSE,Continental Mismatch,Height-COPD and ebi-a-GCST90018587
ebi-a-GCST90000618,ebi-a-GCST90018587,FALSE,Continental Mismatch,Vitamin D-COPD and ebi-a-GCST90018587
ebi-a-GCST90002295,ebi-a-GCST90018587,FALSE,Continental Mismatch,Basophil counts-COPD and ebi-a-GCST90018587
ebi-a-GCST90002301,ebi-a-GCST90018587,FALSE,Continental Mismatch,Eosinophil count-COPD and ebi-a-GCST90018587
ebi-a-GCST90002319,ebi-a-GCST90018587,FALSE,Continental Mismatch,Lymphocyte count-COPD and ebi-a-GCST90018587
ebi-a-GCST90002325,ebi-a-GCST90018587,FALSE,Continental Mismatch,Mean corpuscular hemoglobin-COPD and ebi-a-GCST90018587
ebi-a-GCST90002331,ebi-a-GCST90018587,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-COPD and ebi-a-GCST90018587
ebi-a-GCST90002343,ebi-a-GCST90018587,FALSE,Continental Mismatch,Monocyte count-COPD and ebi-a-GCST90018587
ebi-a-GCST90002354,ebi-a-GCST90018587,FALSE,Continental Mismatch,Neutrophil count-COPD and ebi-a-GCST90018587
ebi-a-GCST90002360,ebi-a-GCST90018587,FALSE,Continental Mismatch,Platelet count-COPD and ebi-a-GCST90018587
ebi-a-GCST90002366,ebi-a-GCST90018587,FALSE,Continental Mismatch,RBC count-COPD and ebi-a-GCST90018587
ebi-a-GCST90002377,ebi-a-GCST90018587,FALSE,Continental Mismatch,WBC count-COPD and ebi-a-GCST90018587
ebi-a-GCST90002379,ebi-a-GCST90018587,FALSE,Continental Mismatch,Basophil counts-COPD and ebi-a-GCST90018587
ebi-a-GCST90002381,ebi-a-GCST90018587,FALSE,Continental Mismatch,Eosinophil count-COPD and ebi-a-GCST90018587
ebi-a-GCST90002390,ebi-a-GCST90018587,FALSE,Continental Mismatch,Mean corpuscular hemoglobin-COPD and ebi-a-GCST90018587
ebi-a-GCST90002391,ebi-a-GCST90018587,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-COPD and ebi-a-GCST90018587
ebi-a-GCST90002407,ebi-a-GCST90018587,FALSE,Continental Mismatch,WBC count-COPD and ebi-a-GCST90018587
ebi-a-GCST90013998,ebi-a-GCST90018587,FALSE,Continental Mismatch,Urea-COPD and ebi-a-GCST90018587
ebi-a-GCST90014015,ebi-a-GCST90018587,FALSE,Continental Mismatch,Urate-COPD and ebi-a-GCST90018587
ebi-a-GCST90018728,ebi-a-GCST90018587,TRUE,Exact Match,Urea-COPD and ebi-a-GCST90018587
ebi-a-GCST90018729,ebi-a-GCST90018587,TRUE,Exact Match,Weight-COPD and ebi-a-GCST90018587
ebi-a-GCST90018730,ebi-a-GCST90018587,TRUE,Exact Match,C-reactive protein-COPD and ebi-a-GCST90018587
ebi-a-GCST90018733,ebi-a-GCST90018587,TRUE,Exact Match,Eosinophil count-COPD and ebi-a-GCST90018587
ebi-a-GCST90018736,ebi-a-GCST90018587,TRUE,Exact Match,HDL cholesterol-COPD and ebi-a-GCST90018587
ebi-a-GCST90018738,ebi-a-GCST90018587,TRUE,Exact Match,Hemoglobin A1c-COPD and ebi-a-GCST90018587
ebi-a-GCST90018744,ebi-a-GCST90018587,TRUE,Exact Match,Mean corpuscular hemoglobin-COPD and ebi-a-GCST90018587
ebi-a-GCST90018745,ebi-a-GCST90018587,TRUE,Exact Match,Mean corpuscular hemoglobin concentration-COPD and ebi-a-GCST90018587
ebi-a-GCST90018755,ebi-a-GCST90018587,TRUE,Exact Match,Triglycerides-COPD and ebi-a-GCST90018587
ebi-a-GCST90103753,ebi-a-GCST90018587,FALSE,Continental Match,Waist circumference-COPD and ebi-a-GCST90018587
finngen_R10_BMI_IRN,ebi-a-GCST90018587,FALSE,Continental Mismatch,Body Mass Index-COPD and ebi-a-GCST90018587
finngen_R10_HEIGHT_IRN,ebi-a-GCST90018587,FALSE,Continental Mismatch,Height-COPD and ebi-a-GCST90018587
GCST006433,ebi-a-GCST90018587,FALSE,Continental Mismatch,Bone mineral density-COPD and ebi-a-GCST90018587
GCST009777,ebi-a-GCST90018587,FALSE,Continental Mismatch,C-reactive protein-COPD and ebi-a-GCST90018587
GCST90278621,ebi-a-GCST90018587,TRUE,Continental Match,Bone mineral density-COPD and ebi-a-GCST90018587
GCST90278623,ebi-a-GCST90018587,FALSE,Continental Match,Urea-COPD and ebi-a-GCST90018587
GCST90278632,ebi-a-GCST90018587,FALSE,Continental Match,Hemoglobin A1c-COPD and ebi-a-GCST90018587
GCST90278633,ebi-a-GCST90018587,TRUE,Continental Match,Hip circumference-COPD and ebi-a-GCST90018587
GCST90278635,ebi-a-GCST90018587,FALSE,Continental Match,HDL cholesterol-COPD and ebi-a-GCST90018587
GCST90278637,ebi-a-GCST90018587,FALSE,Continental Match,Height-COPD and ebi-a-GCST90018587
GCST90278642,ebi-a-GCST90018587,FALSE,Continental Match,Systolic Blood Pressure-COPD and ebi-a-GCST90018587
GCST90278646,ebi-a-GCST90018587,FALSE,Continental Match,Urate-COPD and ebi-a-GCST90018587
GCST90278648,ebi-a-GCST90018587,TRUE,Continental Match,Waist circumference-COPD and ebi-a-GCST90018587
GCST90278649,ebi-a-GCST90018587,TRUE,Continental Match,Waist-hip ratio-COPD and ebi-a-GCST90018587
GCST90278650,ebi-a-GCST90018587,FALSE,Continental Match,Weight-COPD and ebi-a-GCST90018587
GCST90296613,ebi-a-GCST90018587,FALSE,Continental Mismatch,Weight-COPD and ebi-a-GCST90018587
ieu-a-1055,ebi-a-GCST90018587,FALSE,Continental Mismatch,Urate-COPD and ebi-a-GCST90018587
ieu-a-79,ebi-a-GCST90018587,FALSE,Continental Mismatch,Waist-hip ratio-COPD and ebi-a-GCST90018587
ieu-b-109,ebi-a-GCST90018587,FALSE,Continental Mismatch,HDL cholesterol-COPD and ebi-a-GCST90018587
ieu-b-110,ebi-a-GCST90018587,FALSE,Continental Mismatch,LDL cholesterol-COPD and ebi-a-GCST90018587
ieu-b-111,ebi-a-GCST90018587,FALSE,Continental Mismatch,Triglycerides-COPD and ebi-a-GCST90018587
ukb-b-10787,ebi-a-GCST90018587,FALSE,Continental Mismatch,Height-COPD and ebi-a-GCST90018587
ukb-b-11842,ebi-a-GCST90018587,FALSE,Continental Mismatch,Weight-COPD and ebi-a-GCST90018587
ukb-b-15590,ebi-a-GCST90018587,FALSE,Continental Mismatch,Hip circumference-COPD and ebi-a-GCST90018587
ukb-b-19953,ebi-a-GCST90018587,FALSE,Continental Mismatch,Body Mass Index-COPD and ebi-a-GCST90018587
ukb-b-20175,ebi-a-GCST90018587,FALSE,Continental Mismatch,Systolic Blood Pressure-COPD and ebi-a-GCST90018587
ukb-b-2303,ebi-a-GCST90018587,FALSE,Continental Mismatch,Body Mass Index-COPD and ebi-a-GCST90018587
ukb-b-9405,ebi-a-GCST90018587,FALSE,Continental Mismatch,Waist circumference-COPD and ebi-a-GCST90018587
ukb-d-30010_irnt,ebi-a-GCST90018587,FALSE,Continental Mismatch,RBC count-COPD and ebi-a-GCST90018587
ukb-d-30080_irnt,ebi-a-GCST90018587,FALSE,Continental Mismatch,Platelet count-COPD and ebi-a-GCST90018587
ukb-d-30120_irnt,ebi-a-GCST90018587,FALSE,Continental Mismatch,Lymphocyte count-COPD and ebi-a-GCST90018587
ukb-d-30130_irnt,ebi-a-GCST90018587,FALSE,Continental Mismatch,Monocyte count-COPD and ebi-a-GCST90018587
ukb-d-30140_irnt,ebi-a-GCST90018587,FALSE,Continental Mismatch,Neutrophil count-COPD and ebi-a-GCST90018587
ukb-e-30000_AFR,ebi-a-GCST90018587,FALSE,Continental Mismatch,WBC count-COPD and ebi-a-GCST90018587
ukb-e-30010_AFR,ebi-a-GCST90018587,FALSE,Continental Mismatch,RBC count-COPD and ebi-a-GCST90018587
ukb-e-30080_AFR,ebi-a-GCST90018587,FALSE,Continental Mismatch,Platelet count-COPD and ebi-a-GCST90018587
ukb-e-30120_AFR,ebi-a-GCST90018587,FALSE,Continental Mismatch,Lymphocyte count-COPD and ebi-a-GCST90018587
ukb-e-30130_AFR,ebi-a-GCST90018587,FALSE,Continental Mismatch,Monocyte count-COPD and ebi-a-GCST90018587
ukb-e-30140_AFR,ebi-a-GCST90018587,FALSE,Continental Mismatch,Neutrophil count-COPD and ebi-a-GCST90018587
ukb-e-30150_AFR,ebi-a-GCST90018587,FALSE,Continental Mismatch,Eosinophil count-COPD and ebi-a-GCST90018587
ukb-e-30160_AFR,ebi-a-GCST90018587,FALSE,Continental Mismatch,Basophil counts-COPD and ebi-a-GCST90018587
bbj-a-1,ebi-a-GCST90018652,TRUE,Exact Match,Body Mass Index-Anemia and ebi-a-GCST90018652
bbj-a-12,ebi-a-GCST90018652,TRUE,Exact Match,Basophil counts-Anemia and ebi-a-GCST90018652
bbj-a-31,ebi-a-GCST90018652,TRUE,Exact Match,LDL cholesterol-Anemia and ebi-a-GCST90018652
bbj-a-36,ebi-a-GCST90018652,TRUE,Exact Match,Lymphocyte count-Anemia and ebi-a-GCST90018652
bbj-a-41,ebi-a-GCST90018652,TRUE,Exact Match,Monocyte count-Anemia and ebi-a-GCST90018652
bbj-a-44,ebi-a-GCST90018652,TRUE,Exact Match,Neutrophil count-Anemia and ebi-a-GCST90018652
bbj-a-49,ebi-a-GCST90018652,TRUE,Exact Match,Platelet count-Anemia and ebi-a-GCST90018652
bbj-a-50,ebi-a-GCST90018652,TRUE,Exact Match,RBC count-Anemia and ebi-a-GCST90018652
bbj-a-52,ebi-a-GCST90018652,TRUE,Exact Match,Systolic Blood Pressure-Anemia and ebi-a-GCST90018652
bbj-a-57,ebi-a-GCST90018652,TRUE,Exact Match,Urate-Anemia and ebi-a-GCST90018652
bbj-a-58,ebi-a-GCST90018652,TRUE,Exact Match,WBC count-Anemia and ebi-a-GCST90018652
bbj-a-70,ebi-a-GCST90018652,TRUE,Exact Match,Height-Anemia and ebi-a-GCST90018652
ebi-a-GCST006979,ebi-a-GCST90018652,FALSE,Continental Mismatch,Bone mineral density-Anemia and ebi-a-GCST90018652
ebi-a-GCST008025,ebi-a-GCST90018652,FALSE,Continental Mismatch,Body Mass Index-Anemia and ebi-a-GCST90018652
ebi-a-GCST008035,ebi-a-GCST90018652,FALSE,Continental Mismatch,HDL cholesterol-Anemia and ebi-a-GCST90018652
ebi-a-GCST008037,ebi-a-GCST90018652,FALSE,Continental Mismatch,LDL cholesterol-Anemia and ebi-a-GCST90018652
ebi-a-GCST008038,ebi-a-GCST90018652,FALSE,Continental Mismatch,Mean corpuscular hemoglobin concentration-Anemia and ebi-a-GCST90018652
ebi-a-GCST008039,ebi-a-GCST90018652,FALSE,Continental Mismatch,Platelet count-Anemia and ebi-a-GCST90018652
ebi-a-GCST008052,ebi-a-GCST90018652,FALSE,Continental Mismatch,Waist-hip ratio-Anemia and ebi-a-GCST90018652
ebi-a-GCST008053,ebi-a-GCST90018652,FALSE,Continental Mismatch,Height-Anemia and ebi-a-GCST90018652
